fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2019-01424,2019-03-03T16:01:00Z,Mal. Dest. Property,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2019-01431,2019-03-03T19:28:00Z,Threats,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-01442,2019-03-04T15:32:00Z,Larceny from Building,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",42.37184,-71.10741
2019-01447,2019-03-04T16:40:00Z,Hit and Run,Cambridgeport,"300 PEARL ST, Cambridge, MA",42.357257,-71.110369
2019-01798,2019-03-19T08:04:00Z,Accident,Mid-Cambridge,"BROADWAY & PROSPECT ST, Cambridge, MA",38.611638,-78.794953
2019-01800,2019-03-19T08:43:00Z,Larceny from Residence,Area 4,"300 PROSPECT ST, Cambridge, MA",42.372633,-71.098446
2019-01811,2019-03-19T18:10:00Z,Accident,North Cambridge,"2400 MASSACHUSETTS AVE, Cambridge, MA",42.397074,-71.130225
2019-01821,2019-03-20T08:33:00Z,Larceny from Building,North Cambridge,"0 Acorn Park, Cambridge, MA",42.398109,-71.146419
2019-01836,2019-03-20T14:48:00Z,Larceny from MV,Peabody,"100 WALDEN ST, Cambridge, MA",42.387704,-71.125947
2019-01844,2019-03-20T21:56:00Z,Aggravated Assault,Area 4,"200 HARVARD ST, Cambridge, MA",42.366783,-71.098131
2019-01855,2019-03-21T09:47:00Z,Simple Assault,West Cambridge,"100 JFK ST, Cambridge, MA",42.369925,-71.122102
2019-01860,2019-03-21T11:47:00Z,Shoplifting,West Cambridge,"100 CHURCH ST, Cambridge, MA",42.373937,-71.120969
2019-01874,2019-03-21T20:40:00Z,Larceny from Building,West Cambridge,"0 ELIOT ST, Cambridge, MA",42.372362,-71.12154
2019-01876,2019-03-21T21:48:00Z,Housebreak,Mid-Cambridge,"0 INMAN ST, Cambridge, MA",42.366687,-71.105264
2019-01887,2019-03-22T10:24:00Z,Flim Flam,Cambridgeport,"0 WILLIAM ST, Cambridge, MA",42.362942,-71.105602
2019-01920,2019-03-23T15:34:00Z,Accident,West Cambridge,"JFK St & Brattle St, Cambridge, MA",42.37007,-71.122241
2019-01929,2019-03-24T09:13:00Z,Simple Assault,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-01953,2019-03-25T08:21:00Z,Admin Error,Mid-Cambridge,"BROADWAY & PROSPECT ST, Cambridge, MA",38.611638,-78.794953
2019-01957,2019-03-24T22:08:00Z,Housebreak,North Cambridge,"2400 MASSACHUSETTS AVE, Cambridge, MA",42.397074,-71.130225
2019-01963,2019-03-25T14:15:00Z,Larceny of Bicycle,North Cambridge,"0 GOLD STAR RD, Cambridge, MA",42.398347,-71.130999
2019-01996,2019-03-26T20:17:00Z,Harassment,Area 4,"100 NORFOLK ST, Cambridge, MA",42.366363,-71.100267
2019-02007,2019-03-27T07:49:00Z,Admin Error,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-02026,2019-03-27T18:00:00Z,Accident,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-02034,2019-03-28T07:01:00Z,Hit and Run,West Cambridge,"ELIOT ST & JFK ST, Cambridge, MA",45.542783,-75.296407
2019-02036,2019-03-28T10:08:00Z,Commercial Break,West Cambridge,"0 ELIOT ST, Cambridge, MA",42.372362,-71.12154
2019-02040,2019-03-28T12:33:00Z,Counterfeiting,North Cambridge,"0 White St, Cambridge, MA",42.388549,-71.118652
2019-02112,2019-04-01T06:14:00Z,Accident,West Cambridge,"BRATTLE ST & PALMER ST, Cambridge, MA",42.375298,-71.145481
2019-02116,2019-04-01T09:53:00Z,Hit and Run,North Cambridge,"0 MEACHAM RD, Cambridge, MA",42.395289,-71.126869
2019-02123,2019-04-01T14:09:00Z,Larceny (Misc),West Cambridge,"HARVARD SQ & MASSACHUSETTS AVE, Cambridge, MA",39.794787,-88.973159
2019-02126,2019-04-01T14:53:00Z,Hit and Run,Cambridgeport,"0 Magazine St, Cambridge, MA",42.365024,-71.104316
2019-02135,2019-04-01T17:28:00Z,Larceny of Bicycle,North Cambridge,"0 CAMERON AVE, Cambridge, MA",42.397421,-71.129941
2019-02149,2019-04-02T13:36:00Z,Larceny from MV,Area 4,"200 HARVARD ST, Cambridge, MA",42.366783,-71.098131
2019-02174,2019-04-03T17:33:00Z,Larceny of Bicycle,Area 4,"200 HAMPSHIRE ST, Cambridge, MA",42.372981,-71.100195
2019-02178,2019-04-03T21:41:00Z,Simple Assault,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2019-02190,2019-04-04T11:08:00Z,Mal. Dest. Property,Mid-Cambridge,"BISHOP ALLEN DR & PROSPECT ST, Cambridge, MA",42.364078,-71.099327
2019-02192,2019-04-04T13:30:00Z,Shoplifting,West Cambridge,"100 CHURCH ST, Cambridge, MA",42.373937,-71.120969
2019-02201,2019-04-04T18:10:00Z,Aggravated Assault,Cambridgeport,"100 RIVER ST, Cambridge, MA",42.364043,-71.107771
2019-02207,2019-04-04T23:26:00Z,Mal. Dest. Property,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2018-07856,2018-11-05T10:52:00Z,Larceny from MV,Highlands,"100 MOONEY ST, Cambridge, MA",42.395174,-71.154918
2018-07863,2018-11-05T13:29:00Z,Missing Person,Cambridgeport,"200 GREEN ST, Cambridge, MA",42.363612,-71.102637
2018-07865,2018-11-05T14:48:00Z,Larceny from Residence,Highlands,"0 WHEELER ST, Cambridge, MA",42.38893,-71.143911
2018-07870,2018-11-05T17:54:00Z,Larceny from MV,East Cambridge,"100 FULKERSON ST, Cambridge, MA",42.369369,-71.087316
2018-07875,2018-11-06T00:08:00Z,Flim Flam,North Cambridge,"400 RINDGE AVE, Cambridge, MA",42.393076,-71.13989
2018-07881,2018-11-06T07:35:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-07896,2018-11-07T02:38:00Z,Aggravated Assault,Mid-Cambridge,"0 WARE ST, Cambridge, MA",42.371938,-71.113156
2018-07897,2018-11-07T08:02:00Z,Mal. Dest. Property,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-07903,2018-11-07T10:57:00Z,Hit and Run,Highlands,"700 CONCORD AVE, Cambridge, MA",42.390031,-71.151462
2018-07906,2018-11-07T12:36:00Z,Larceny from Building,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2018-07909,2018-11-07T13:34:00Z,Flim Flam,East Cambridge,"100 OTIS ST, Cambridge, MA",42.370439,-71.082602
2018-07914,2018-11-07T16:15:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-07920,2018-11-07T21:09:00Z,Warrant Arrest,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",44.663074,-63.611624
2019-01398,2019-03-01T16:56:00Z,Larceny from Residence,East Cambridge,"0 EIGHTH ST, Cambridge, MA",42.371353,-71.086026
2019-01400,2019-03-01T20:52:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01403,2019-03-01T23:44:00Z,Larceny from Person,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-01426,2019-03-03T17:45:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01429,2019-03-03T18:22:00Z,Hit and Run,East Cambridge,"0 SIXTH ST, Cambridge, MA",42.372075,-71.084482
2019-01451,2019-03-04T18:13:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01457,2019-03-04T18:39:00Z,Admin Error,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2019-01468,2019-03-05T11:35:00Z,Admin Error,Mid-Cambridge,"ELLERY ST & HARVARD ST, Cambridge, MA",48.43727,-123.403086
2019-01470,2019-03-05T12:14:00Z,Drinking in Public,Cambridgeport,"GREEN ST & MAGAZINE ST, Cambridge, MA",54.316124,-130.313042
2019-01473,2019-03-05T12:42:00Z,Accident,West Cambridge,"GARDEN ST & MASON ST, Cambridge, MA",45.959352,-66.700493
2019-01475,2019-03-05T12:37:00Z,Larceny from MV,West Cambridge,"100 FOSTER ST, Cambridge, MA",42.376056,-71.131151
2019-01478,2019-03-05T15:53:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01479,2019-03-05T16:43:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01481,2019-03-05T16:40:00Z,Flim Flam,North Cambridge,"100 MONTGOMERY ST, Cambridge, MA",42.396195,-71.133507
2019-01482,2019-03-05T17:43:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01483,2019-03-05T18:13:00Z,Larceny of Bicycle,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-01485,2019-03-05T18:18:00Z,Admin Error,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-01499,2019-03-06T09:54:00Z,Larceny from Building,Strawberry Hill,"100 CUSHING ST, Cambridge, MA",42.377462,-71.152214
2019-01501,2019-03-06T11:30:00Z,Warrant Arrest,East Cambridge,"100 SIXTH ST, Cambridge, MA",42.368217,-71.085398
2019-01502,2019-03-06T11:20:00Z,Warrant Arrest,East Cambridge,"100 Sixth St, Cambridge, MA",42.368217,-71.085398
2019-01516,2019-03-06T18:23:00Z,Forgery,Mid-Cambridge,"0 DANA ST, Cambridge, MA",42.369456,-71.110271
2018-07687,2018-10-29T09:31:00Z,Hit and Run,East Cambridge,"0 Canal Park, Cambridge, MA",42.370106,-71.076735
2018-07698,2018-10-29T16:51:00Z,Mal. Dest. Property,Mid-Cambridge,"0 ANTRIM ST, Cambridge, MA",42.370604,-71.10336
2018-07699,2018-10-29T18:51:00Z,Forgery,Area 4,"100 HAMPSHIRE ST, Cambridge, MA",42.369033,-71.095397
2018-07704,2018-10-30T04:01:00Z,Hit and Run,North Cambridge,"2500 MASSACHUSETTS AVE, Cambridge, MA",42.398957,-71.132531
2018-07708,2018-10-30T11:29:00Z,Mal. Dest. Property,Area 4,"100 BRISTOL ST, Cambridge, MA",42.368002,-71.093288
2018-07711,2018-10-30T12:47:00Z,Shoplifting,West Cambridge,"400 Fresh Pond Pky, Cambridge, MA",42.386348,-71.141346
2018-07721,2018-10-30T19:32:00Z,Mal. Dest. Property,East Cambridge,"300 THIRD ST, Cambridge, MA",42.36531,-71.081917
2018-07724,2018-10-30T19:24:00Z,Larceny of Bicycle,Inman/Harrington,"400 WINDSOR ST, Cambridge, MA",42.370762,-71.093823
2018-07732,2018-10-30T22:27:00Z,Arson,Cambridgeport,"200 ALBANY ST, Cambridge, MA",42.359022,-71.099573
2018-07742,2018-10-31T11:53:00Z,Aggravated Assault,North Cambridge,"100 RINDGE AVE, Cambridge, MA",42.394295,-71.144999
2018-07744,2018-10-31T14:20:00Z,Accident,Inman/Harrington,"CAMBRIDGE ST & PROSPECT ST, Cambridge, MA",44.786488,-79.922467
2018-07750,2018-10-31T17:38:00Z,Warrant Arrest,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-07756,2018-10-31T19:18:00Z,Threats,Area 4,"100 HARVARD ST, Cambridge, MA",42.364715,-71.092979
2018-07759,2018-10-31T20:01:00Z,Hit and Run,Inman/Harrington,"CAMBRIDGE ST & TREMONT ST, Cambridge, MA",44.786488,-79.922467
2018-07760,2018-10-31T20:44:00Z,Housebreak,Area 4,"200 HARVARD ST, Cambridge, MA",42.366783,-71.098131
2018-07769,2018-11-01T09:33:00Z,Hit and Run,Area 4,"MAIN ST & PORTLAND ST, Cambridge, MA",42.262699,-110.194444
2018-07774,2018-11-01T12:38:00Z,Suspicious Package,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",42.37335,-71.099227
2018-07781,2018-11-01T15:44:00Z,Simple Assault,Inman/Harrington,"100 HAMPSHIRE ST, Cambridge, MA",42.369033,-71.095397
2018-07785,2018-11-01T21:38:00Z,Larceny of Bicycle,West Cambridge,"200 Vassal Ln, Cambridge, MA",42.383902,-71.140449
2018-07800,2018-11-02T14:03:00Z,Mal. Dest. Property,West Cambridge,"100 BRATTLE ST, Cambridge, MA",42.37489,-71.127481
2018-06787,2018-09-25T06:10:00Z,Mal. Dest. Property,Peabody,"0 NEW ST, Cambridge, MA",42.387066,-71.140754
2018-06792,2018-09-25T09:55:00Z,Hit and Run,Peabody,"0 NEW ST, Cambridge, MA",42.387066,-71.140754
2018-06795,2018-09-25T10:48:00Z,Hit and Run,Inman/Harrington,"300 NORFOLK ST, Cambridge, MA",42.371918,-71.096704
2018-06799,2018-09-25T13:26:00Z,Larceny from Building,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-06803,2018-09-25T15:31:00Z,Forgery,Inman/Harrington,"300 NORFOLK ST, Cambridge, MA",42.371918,-71.096704
2018-06804,2018-09-25T14:22:00Z,Larceny from Building,East Cambridge,"100 Binney St, Cambridge, MA",42.365136,-71.080737
2018-06806,2018-09-25T14:43:00Z,Larceny from Residence,East Cambridge,"0 ROGERS ST, Cambridge, MA",42.365599,-71.077417
2018-06815,2018-09-25T20:39:00Z,Warrant Arrest,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-06824,2018-09-26T10:59:00Z,Auto Theft,Mid-Cambridge,"0 HIGHLAND AVE, Cambridge, MA",42.372309,-71.106036
2018-06825,2018-09-26T11:33:00Z,Suspicious Package,Inman/Harrington,"400 COLUMBIA ST, Cambridge, MA",42.372476,-71.094505
2018-06835,2018-09-26T16:03:00Z,Mal. Dest. Property,Inman/Harrington,"0 Oakland St, Cambridge, MA",42.373753,-71.09889
2018-06839,2018-09-26T16:32:00Z,Simple Assault,Cambridgeport,"200 ALBANY ST, Cambridge, MA",42.359022,-71.099573
2018-06840,2018-09-26T16:48:00Z,Larceny of Bicycle,Riverside,"100 WESTERN AVE, Cambridge, MA",42.364894,-71.107541
2018-06843,2018-09-26T18:22:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-02088,2019-03-30T15:54:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02089,2019-03-30T16:26:00Z,Forgery,Inman/Harrington,"200 WILLOW ST, Cambridge, MA",42.373835,-71.091662
2019-02113,2019-04-01T07:56:00Z,Warrant Arrest,West Cambridge,"1000 MEMORIAL DR, Cambridge, MA",42.373971,-71.125904
2019-02127,2019-04-01T15:08:00Z,Simple Assault,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02140,2019-04-02T10:09:00Z,Drinking in Public,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02159,2019-04-02T21:23:00Z,Larceny from MV,Inman/Harrington,"400 BINNEY ST, Cambridge, MA",42.366912,-71.089319
2019-02160,2019-04-02T18:37:00Z,Larceny of Bicycle,Cambridgeport,"100 HAMILTON ST, Cambridge, MA",42.358438,-71.106809
2019-02168,2019-04-03T11:43:00Z,Warrant Arrest,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2019-02176,2019-04-03T17:29:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02179,2019-04-03T22:07:00Z,Admin Error,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02184,2019-04-04T06:44:00Z,Warrant Arrest,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",42.363332,-71.103527
2019-02186,2019-04-04T07:32:00Z,Commercial Break,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-02187,2019-04-04T08:04:00Z,Larceny from Building,Area 4,"0 COLUMBIA ST, Cambridge, MA",42.363559,-71.099632
2019-02189,2019-04-04T08:57:00Z,Larceny (Misc),Area 4,"200 HARVARD ST, Cambridge, MA",42.366783,-71.098131
2019-02194,2019-04-04T15:43:00Z,Larceny from Building,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",42.356813,-71.114147
2019-02224,2019-04-05T16:27:00Z,Trespassing,Area 4,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2019-02226,2019-04-05T17:03:00Z,Threats,Area 4,"100 CHERRY ST, Cambridge, MA",42.36499,-71.096897
2019-02233,2019-04-05T22:36:00Z,Larceny from Building,Cambridgeport,"0 PEARL ST, Cambridge, MA",42.364293,-71.102734
2019-02238,2019-04-05T23:19:00Z,Hit and Run,Riverside,"BRUCE ST & PUTNAM AVE, Cambridge, MA",46.520007,-84.323946
2019-02256,2019-04-06T16:39:00Z,Trespassing,Cambridgeport,"0 SIDNEY ST, Cambridge, MA",42.363129,-71.099309
2019-02262,2019-04-06T12:17:00Z,Larceny from Building,Mid-Cambridge,"800 Massachusetts Ave, Cambridge, MA",42.366825,-71.106454
2019-02263,2019-04-06T19:47:00Z,Larceny of Bicycle,Inman/Harrington,"0 MARCELLA ST, Cambridge, MA",42.371105,-71.089254
2019-02264,2019-04-06T19:36:00Z,Larceny from Building,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02281,2019-04-07T12:30:00Z,Larceny from MV,Area 4,"BISHOP ALLEN DR & NORFOLK ST, Cambridge, MA",42.364078,-71.099327
2019-02298,2019-04-07T22:08:00Z,Auto Theft,Riverside,"0 PUTNAM GDNS, Cambridge, MA",42.366194,-71.1128
2019-02324,2019-04-09T16:31:00Z,Aggravated Assault,Riverside,"700 Massachusetts Ave, Cambridge, MA",42.365753,-71.104773
2019-02329,2019-04-09T17:37:00Z,Auto Theft,Peabody,"0 LINNAEAN ST, Cambridge, MA",42.384548,-71.119893
2019-02337,2019-04-10T14:23:00Z,Larceny of Bicycle,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2019-02343,2019-04-10T16:42:00Z,Flim Flam,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-02347,2019-04-10T17:00:00Z,Admin Error,Riverside,"400 Green St, Cambridge, MA",42.365689,-71.10612
2019-02369,2019-04-11T15:59:00Z,Housebreak,Peabody,"0 BOWDOIN ST, Cambridge, MA",42.382747,-71.120448
2019-02375,2019-04-11T18:54:00Z,Flim Flam,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2019-02391,2019-04-12T12:53:00Z,Admin Error,Cambridgeport,"BROOKLINE ST & WAVERLY ST, Cambridge, MA",42.501671,-83.17252
2019-02402,2019-04-12T16:29:00Z,Larceny from Person,Area 4,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-02819,2019-04-28T11:21:00Z,Larceny from MV,Riverside,"0 PEABODY TER, Cambridge, MA",42.36642,-71.11382
2019-01517,2019-03-06T18:36:00Z,Hit and Run,Cambridgeport,"MASSACHUSETTS AVE & SIDNEY ST, Cambridge, MA",44.663074,-63.611624
2019-00290,2019-01-14T12:30:00Z,Forgery,East Cambridge,"0 LAMBERT ST, Cambridge, MA",42.37225,-71.086691
2019-00317,2019-01-15T17:48:00Z,Accident,Area 4,"600 TECHNOLOGY SQ, Cambridge, MA",42.363417,-71.093093
2019-00321,2019-01-15T19:24:00Z,Flim Flam,East Cambridge,"300 CHARLES ST, Cambridge, MA",42.368157,-71.086514
2019-00332,2019-01-16T08:14:00Z,Aggravated Assault,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-00336,2019-01-16T11:10:00Z,Forgery,Peabody,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2019-00341,2019-01-16T12:56:00Z,Drugs,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-00342,2019-01-16T13:18:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-00350,2019-01-16T17:24:00Z,Larceny of Bicycle,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2019-00362,2019-01-17T08:13:00Z,Accident,Peabody,"CHAUNCY ST & CONCORD AVE, Cambridge, MA",50.019839,-114.917801
2019-00363,2019-01-17T08:52:00Z,Hit and Run,Area 4,"600 TECHNOLOGY SQ, Cambridge, MA",42.363417,-71.093093
2019-00364,2019-01-17T10:09:00Z,Flim Flam,Peabody,"0 WASHINGTON AVE, Cambridge, MA",42.3847,-71.122541
2019-00371,2019-01-17T14:38:00Z,Flim Flam,Highlands,"100 FAWCETT ST, Cambridge, MA",42.392884,-71.146214
2019-00376,2019-01-17T19:13:00Z,Trespassing,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2019-00381,2019-01-18T02:12:00Z,Simple Assault,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-00394,2019-01-18T15:56:00Z,Admin Error,Cambridgeport,"200 GREEN ST, Cambridge, MA",42.363612,-71.102637
2019-00403,2019-01-18T21:56:00Z,Larceny from Person,Cambridgeport,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-00410,2019-01-19T10:29:00Z,Hit and Run,Mid-Cambridge,"400 HARVARD ST, Cambridge, MA",42.371592,-71.114193
2019-00411,2019-01-19T13:48:00Z,Missing Person,North Cambridge,"0 CLIFTON PL, Cambridge, MA",42.394696,-71.136461
2019-00416,2019-01-19T16:59:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-00432,2019-01-20T20:20:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02073,2019-03-29T20:49:00Z,Hit and Run,East Cambridge,"300 CAMBRIDGE ST, Cambridge, MA",42.370962,-71.081008
2019-02087,2019-03-30T15:26:00Z,Larceny of Bicycle,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2019-02090,2019-03-30T17:37:00Z,Shoplifting,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02101,2019-03-31T15:45:00Z,Aggravated Assault,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",44.663074,-63.611624
2019-02108,2019-03-31T23:13:00Z,Larceny from MV,Strawberry Hill,"700 HURON AVE, Cambridge, MA",42.380789,-71.154799
2019-02114,2019-04-01T09:15:00Z,Hit and Run,East Cambridge,"100 SPRING ST, Cambridge, MA",42.369151,-71.082714
2019-02117,2019-04-01T11:31:00Z,Forgery,East Cambridge,"200 THIRD ST, Cambridge, MA",42.367564,-71.08093
2019-02118,2019-04-01T11:08:00Z,Mal. Dest. Property,East Cambridge,"500 CAMBRIDGE ST, Cambridge, MA",42.371423,-71.084585
2019-02141,2019-04-02T10:22:00Z,Drinking in Public,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02143,2019-04-02T10:11:00Z,Threats,Highlands,"0 FAWCETT ST, Cambridge, MA",42.389289,-71.145804
2019-02157,2019-04-02T19:22:00Z,Flim Flam,Strawberry Hill,"700 HURON AVE, Cambridge, MA",42.380789,-71.154799
2019-02173,2019-04-03T17:46:00Z,Warrant Arrest,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2019-02180,2019-04-03T22:04:00Z,Simple Assault,Cambridgeport,"300 GREEN ST, Cambridge, MA",42.364994,-71.104952
2019-02200,2019-04-04T17:01:00Z,Hit and Run,Highlands,"CONCORD AVE & WHEELER ST, Cambridge, MA",43.169572,-79.470458
2019-01448,2019-03-04T16:56:00Z,Larceny from MV,West Cambridge,"0 HILLIARD ST, Cambridge, MA",42.374469,-71.12266
2019-01450,2019-03-04T17:28:00Z,Larceny from Person,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-01453,2019-03-04T18:19:00Z,Mal. Dest. Property,Riverside,"0 BOW ST, Cambridge, MA",42.37195,-71.115473
2019-01476,2019-03-05T11:58:00Z,Flim Flam,Cambridgeport,"300 PEARL ST, Cambridge, MA",42.357257,-71.110369
2019-01494,2019-03-06T08:02:00Z,Larceny from Building,Riverside,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2019-01511,2019-03-06T16:18:00Z,Larceny of Services,Riverside,"0 DUNSTER ST, Cambridge, MA",42.373143,-71.11857
2019-01512,2019-03-06T16:17:00Z,Threats,Peabody,"0 CHAUNCY ST, Cambridge, MA",42.379684,-71.120722
2019-01514,2019-03-06T17:42:00Z,Hit and Run,Cambridgeport,"200 MAGAZINE ST, Cambridge, MA",42.356227,-71.113957
2019-01538,2019-03-07T20:58:00Z,Auto Theft,East Cambridge,"100 FIRST ST, Cambridge, MA",42.368429,-71.076454
2019-01563,2019-03-09T01:31:00Z,Mal. Dest. Property,East Cambridge,"100 THORNDIKE ST, Cambridge, MA",42.369789,-71.082494
2019-01570,2019-03-09T12:51:00Z,Hit and Run,Agassiz,"0 FARRAR ST, Cambridge, MA",42.378058,-71.11054
2019-01572,2019-03-09T19:48:00Z,Warrant Arrest,Peabody,"1600 MASSACHUSETTS AVE, Cambridge, MA",42.379695,-71.120315
2019-01594,2019-03-11T06:59:00Z,Larceny from Building,East Cambridge,"0 THIRD ST, Cambridge, MA",42.372129,-71.079396
2019-01595,2019-03-11T10:06:00Z,Warrant Arrest,Riverside,"MASSACHUSETTS AVE & PLEASANT ST, Cambridge, MA",44.663074,-63.611624
2019-01616,2019-03-11T19:18:00Z,Larceny from Residence,Cambridgeport,"200 BROOKLINE ST, Cambridge, MA",42.358994,-71.106018
2019-01617,2019-03-11T19:43:00Z,Larceny from Residence,Cambridgeport,"200 BROOKLINE ST, Cambridge, MA",42.358994,-71.106018
2019-01621,2019-03-11T20:45:00Z,Shoplifting,Riverside,"1300 MASSACHUSETTS AVE, Cambridge, MA",42.372783,-71.117498
2019-01627,2019-03-12T06:18:00Z,Larceny from Residence,Cambridgeport,"200 ERIE ST, Cambridge, MA",42.360161,-71.108266
2019-01635,2019-03-12T11:59:00Z,Harassment,Cambridgeport,"0 KENWOOD ST, Cambridge, MA",42.359737,-71.111535
2019-01641,2019-03-12T16:16:00Z,Harassment,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-01642,2019-03-12T17:44:00Z,Threats,Cambridgeport,"0 GRANITE ST, Cambridge, MA",42.355159,-71.110947
2019-01654,2019-03-13T10:02:00Z,Drinking in Public,Riverside,"MASSACHUSETTS AVE & PLEASANT ST, Cambridge, MA",44.663074,-63.611624
2019-01662,2019-03-13T13:17:00Z,Hit and Run,Area 4,"300 MASSACHUSETTS AVE, Cambridge, MA",42.361983,-71.098506
2019-01678,2019-03-14T12:32:00Z,Drugs,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",42.375312,-71.115703
2019-01696,2019-03-14T21:19:00Z,Flim Flam,Riverside,"800 Massachusetts Ave, Cambridge, MA",42.366825,-71.106454
